parameter_name,estimate,paper_estimate,block,std_error,z_value
ASCPMM,-0.0978203784684788,-0.599,utility,1.0,-0.0978203784684788
ASCSM,-1.2855263728953445,-0.772,utility,1.0,-1.2855263728953445
beta_cost,-0.11941600910737499,-0.0559,utility,1.488282521659917,-0.08023745987031244
beta_time_pmm,-0.017230558625330576,-0.0294,utility,0.7927680014245277,-0.021734679747882006
beta_time_pt,-0.01983398709579672,-0.0119,utility,0.4174503645432137,-0.04751220451681637
beta_distance,-0.03989091475489129,-0.224,utility,1.0395957708883974,-0.038371563132468395
beta_ncars,1.0594790154854494,0.97,utility,1.0,1.0594790154854494
beta_nchildren,0.006622009341963664,0.215,utility,1.0,0.006622009341963664
beta_language,0.924040785357359,1.06,utility,1.0,0.924040785357359
beta_work,-0.2010536819314756,-0.583,utility,1.0,-0.2010536819314756
beta_urban,0.24199157734875018,0.283,utility,1.0,0.24199157734875018
beta_student,3.2105921284710806,3.26,utility,1.0,3.2105921284710806
beta_nbikes,-0.6133591962769286,0.385,utility,1.0,-0.6133591962769286
beta_Acar,-0.4599115452753382,-0.574,utility,1.5891077760106862,-0.2894149485756751
beta_Aenv,0.47718500439126865,0.393,utility,1.0,0.47718500439126865
